REITIR;Reitir Fasteignafélag;realestate;
Date;Bid;Ask;Opening price;High price;Low price;Closing price;Average price;Total volume;Turnover;Trades;
2016-02-22;82,91;83,90;83,801;83,801;83,207;83,405;83,724;1491213,015720464;124850773;5;
2016-02-19;82,91;83,504;82,91;82,91;82,91;82,91;82,91;2452889,084514152;203367898,8;4;
2016-02-18;83,009;83,603;82,81;83,702;82,81;83,009;83,266;2447505,2394816647;203792885,8;8;
2016-02-17;81,523;82,018;81,424;82,018;81,424;82,018;81,766;3986880,0956230643;325990443,5;11;
2016-02-16;80,928;81,424;80,829;81,027;80,829;81,027;80,974;276397,2960640287;22394483,6;5;
2016-02-15;80,829;81,622;81,622;81,622;80,829;80,829;80,987;153892,3594425757;12463342,4;3;
2016-02-12;80,829;81,622;78,65;81,82;78,65;81,721;80,038;5022996,175885059;402036532,6;17;
2016-02-11;78,551;79,344;78,749;79,145;78,551;79,145;78,776;1262220,4095477692;99493521,2;8;
2016-02-10;79,244;79,839;79,74;79,74;79,244;79,244;79,507;1393487,0920977713;110792478,4;8;
2016-02-09;79,641;80,631;80,829;80,928;79,641;79,641;80,506;5091305,287131672;409908199,9;12;
2016-02-08;79,74;80,532;81,226;81,226;80,334;80,334;80,83;3459263,282439357;279613432,8;11;
2016-02-05;81,226;82,414;82,216;82,216;81,226;82,216;82,215;1425782,0860203765;117219994;4;
2016-02-04;81,424;81,82;81,721;81,721;81,721;81,721;81,721;1009534,0394687428;82500000;1;
2016-02-03;81,523;82,216;;;;81,523;;;;0;
2016-02-02;81,523;82,612;81,622;81,82;81,523;81,523;81,638;458502,09377359785;37383612,6;5;
2016-02-01;81,622;82,414;81,82;82,117;81,82;81,82;82,004;1630397,4737420196;133699000;5;
2016-01-29;81,82;82,81;83,405;83,405;81,82;81,82;82,588;2854645,2699292116;235759706,6;12;
2016-01-28;82,315;83,306;83,306;83,306;82,414;82,81;83,006;2039258,7597268605;168922000;5;
2016-01-27;82,315;83,405;82,315;82,711;82,315;82,315;82,693;900823,3759625907;74491459,6;5;
2016-01-26;82,315;83,306;82,315;82,315;82,315;82,315;82,315;15898,142053553761;1308658,8;1;
2016-01-25;82,711;83,504;82,711;83,207;82,711;82,711;83,17;1118456,7051231833;92559149;4;
2016-01-22;82,711;83,405;83,108;83,108;82,81;82,81;83,049;879851,315826667;73070911,2;6;
2016-01-21;81,424;82,612;81,721;82,216;81,721;82,216;81,951;1880257,1485105334;154083125;9;
2016-01-20;80,829;81,424;80,631;81,424;80,433;81,424;80,784;1266686,588138379;102328588,8;6;
2016-01-19;81,622;82,315;81,325;81,82;80,433;81,82;81,152;7044411,421464309;571666618,8;19;
2016-01-18;79,542;80,037;80,73;80,73;79,046;79,74;80,067;3495878,0725168492;279905198,2;19;
2016-01-15;80,73;81,82;82,414;82,414;81,027;81,027;81,585;1422433,4616114585;116048800;8;
2016-01-14;81,622;82,81;83,207;83,207;82,513;82,513;82,732;1720427,719381842;142333612;9;
2016-01-13;83,504;84,395;83,603;83,603;83,504;83,504;83,538;64735,36074689366;5407532,6;5;
2016-01-12;83,702;84,494;83,603;84,296;83,603;84,296;84,197;365373,5881666458;30836180,6;5;
2016-01-11;83,603;84,693;85,584;85,584;83,603;83,603;84,567;4051920,3356498773;342660057,6;8;
2016-01-08;84,99;85,683;85,386;85,881;84,99;84,99;85,344;2819249,996971398;240663830;6;
2016-01-07;84,197;85,386;84,197;84,891;83,999;84,891;84,31;3238211,6710211234;273015179,8;10;
2016-01-06;84,494;85,089;84,891;85,188;84,792;84,792;85,056;1543453,3736608531;131280735,4;12;
2016-01-05;84,098;85,089;83,504;84,841;83,504;84,841;84,061;2128595,455481568;178931417,6;11;
2016-01-04;83,207;83,603;83,108;83,603;83,108;83,207;83,145;1329732,9984372414;110534786,8;7;
2015-12-30;82,711;83,108;83,009;83,108;83,009;83,108;83,089;2061169,68651949;168498178,2;7;
2015-12-29;82,216;83,108;83,108;83,108;82,216;83,009;83,095;386524,33582755545;32118352;5;
2015-12-28;82,216;83,207;82,216;82,612;82,216;82,315;82,585;664450,0664273398;54873525;3;
2015-12-23;82,216;83,306;82,761;83,207;82,216;82,216;82,288;600332,540512601;49399946,9;6;
2015-12-22;82,414;83,207;82,612;82,612;82,414;82,414;82,547;131816,8786015127;10882140;5;
2015-12-21;82,414;83,108;82,612;83,108;82,612;82,761;82,753;2536312,939399691;209888167,75;9;
2015-12-18;82,612;83,504;82,612;83,108;82,612;82,612;82,804;156563,58651100998;12964089;7;
2015-12-17;82,612;83,504;82,711;82,711;82,612;82,612;82,693;42455,95402985798;3510805,1;4;
2015-12-16;82,711;83,405;82,711;82,711;82,711;82,711;82,711;23132,462980386772;1913319;3;
2015-12-15;82,711;83,603;82,612;82,711;82,612;82,711;82,69;14129,438416404524;1168368,7;3;
2015-12-14;83,306;83,504;83,405;83,702;83,207;83,306;83,314;2490932,365257492;207530304,2;11;
2015-12-11;82,91;83,603;82,414;83,603;82,414;83,603;83,163;681235,5889015866;56653526,4;3;
2015-12-10;82,513;83,603;82,513;82,513;82,513;82,513;82,513;15898,142053553761;1311808,4;3;
2015-12-09;82,414;83,603;83,504;83,603;83,009;83,009;83,375;2444332,2739956146;203795623,8;14;
2015-12-08;82,414;83,405;82,315;82,315;82,315;82,315;82,315;5047,670197343714;415500;1;
2015-12-07;82,612;82,81;82,612;82,612;82,414;82,414;82,612;757775,4311719882;62601500,8;2;
2015-12-04;82,513;83,405;82,612;82,612;82,612;82,612;82,612;272574,19065656053;22518000;2;
2015-12-03;82,513;83,405;83,603;83,603;82,612;82,612;82,614;1660003,06898348;137139900,4;8;
2015-12-02;82,612;83,603;83,108;83,207;82,86;83,207;83,035;1855749,7001683903;154281956,6;5;
2015-12-01;82,513;83,009;82,711;82,711;82,216;82,216;82,615;661403,2926962231;54641522;6;
2015-11-30;82,216;83,207;82,216;83,009;82,216;82,711;82,717;2453792,617479476;202962014;8;
2015-11-27;82,216;83,405;82,216;82,216;82,216;82,216;82,216;3974,5355133884404;326771;1;
2015-11-26;82,414;83,306;;;;82,711;;;;0;
2015-11-25;82,216;83,207;82,81;82,81;82,711;82,711;82,777;2110797,370365734;174699098,2;10;
2015-11-24;82,81;83,504;83,355;83,355;82,81;82,81;83,058;1057866,4911423484;87864233,8;5;
2015-11-23;83,009;83,999;83,207;83,207;83,207;83,207;83,207;1362870,9532828028;113700000;2;
2015-11-20;82,513;83,207;82,711;83,108;82,513;82,86;82,924;2965883,8066701935;245942904,2;6;
2015-11-19;81,82;82,711;82,018;82,711;81,82;82,711;82,072;450174,4474820202;36946492,2;7;
2015-11-18;81,226;82,117;81,919;81,919;81,226;81,226;81,832;1443633,6764403022;118135000;9;
2015-11-17;81,919;82,91;82,414;82,513;82,018;82,414;82,345;1371719,5191387464;112954130;9;
2015-11-16;82,414;83,009;83,108;83,108;82,117;82,464;82,472;664418,7708721163;54795667,6;7;
2015-11-13;82,315;83,009;82,117;83,009;82,117;82,315;82,593;7820026,3286477495;645876199,4;17;
2015-11-12;81,027;81,523;81,82;81,82;80,928;81,226;81,417;2538790,335932547;206700477,8;9;
2015-11-11;82,018;82,91;82,612;82,612;81,919;81,919;82,474;1075328,4014230391;88674916,4;9;
2015-11-10;83,108;83,504;82,513;83,207;82,513;83,157;83,105;692664,5237624122;57544913,6;8;
2015-11-09;82,612;83,504;82,711;82,711;82,612;82,612;82,665;57812,98583825649;4779117,4;4;
2015-11-06;82,711;83,603;82,81;82,81;82,315;82,513;82,728;1838161,5981327658;152009221,4;9;
2015-11-05;82,81;83,90;83,999;84,098;82,711;83,90;83,745;2215793,9581406805;185561472;13;
2015-11-04;83,999;84,395;84,395;84,395;83,504;83,999;84,073;890710,8734892323;74884892,3;7;
2015-11-03;84,296;84,693;84,445;84,593;84,247;84,445;84,45;2766434,204628512;233707453,2;8;
2015-11-02;84,197;84,593;83,999;84,197;83,999;84,197;84,157;91332,54455073716;7686276,2;5;
2015-10-30;83,999;84,693;84,197;84,346;83,999;83,999;84,284;6096653,798472777;513563729,6;6;
2015-10-29;84,296;84,693;83,999;84,693;83,999;84,693;84,571;2220521,6060475125;187433980,3;10;
2015-10-28;83,999;84,593;83,999;84,296;83,999;84,197;84,195;376969,09614398377;31738958;10;
2015-10-27;83,999;84,693;84,197;84,395;83,999;84,296;84,212;2708978,593840227;228442068,4;11;
2015-10-26;83,801;84,693;84,197;84,395;83,702;84,197;84,296;1766033,4196148426;148869430,3;13;
2015-10-23;83,108;83,90;83,009;83,009;83,009;83,009;83,009;1667977,3783612435;139506455;5;
2015-10-22;83,207;83,702;83,009;83,702;83,009;83,702;83,345;2244782,7280840254;186976172,2;11;
2015-10-21;82,91;83,801;81,919;83,108;81,919;82,91;82,734;2327368,6697168057;192562185,3;12;
2015-10-20;81,919;82,711;82,216;82,711;81,325;82,711;81,906;2474162,9953278764;202648633,7;16;
2015-10-19;81,523;82,018;81,721;82,117;81,523;81,523;81,827;4782011,314857515;390889982,3;14;
2015-10-16;81,027;81,325;80,78;81,424;80,73;81,325;81,088;1690079,1070873327;136962329,2;15;
2015-10-15;80,334;80,829;79,839;80,73;79,839;80,73;80,527;10532043,619946777;848423185,1;21;
2015-10-14;79,74;80,433;78,947;80,136;78,947;79,839;79,755;6402792,976873594;510654735,9;18;
